Country Name,Country Code,Indicator Name,Year,Value
El Salvador,SLV,"Unemployment, total (% of total labor force)",1996,7.699999809265139
Equatorial Guinea,GNQ,"Unemployment, total (% of total labor force)",1996,6.199999809265139
Eritrea,ERI,"Unemployment, total (% of total labor force)",1996,7.300000190734861
Estonia,EST,"Unemployment, total (% of total labor force)",1996,9.89999961853027
Ethiopia,ETH,"Unemployment, total (% of total labor force)",1996,5.5
Faroe Islands,FRO,"Unemployment, total (% of total labor force)",1996,
Fiji,FJI,"Unemployment, total (% of total labor force)",1996,5.800000190734861
Finland,FIN,"Unemployment, total (% of total labor force)",1996,14.3999996185303
France,FRA,"Unemployment, total (% of total labor force)",1996,12.3999996185303
French Polynesia,PYF,"Unemployment, total (% of total labor force)",1996,
Gabon,GAB,"Unemployment, total (% of total labor force)",1996,19.7000007629395
"Gambia, The",GMB,"Unemployment, total (% of total labor force)",1996,7.099999904632571
Georgia,GEO,"Unemployment, total (% of total labor force)",1996,12.3000001907349
Germany,DEU,"Unemployment, total (% of total labor force)",1996,8.89999961853027
Ghana,GHA,"Unemployment, total (% of total labor force)",1996,9.60000038146973
Gibraltar,GIB,"Unemployment, total (% of total labor force)",1996,
Greece,GRC,"Unemployment, total (% of total labor force)",1996,9.69999980926514
Greenland,GRL,"Unemployment, total (% of total labor force)",1996,
Grenada,GRD,"Unemployment, total (% of total labor force)",1996,
Guam,GUM,"Unemployment, total (% of total labor force)",1996,
Guatemala,GTM,"Unemployment, total (% of total labor force)",1996,3.5
Guinea,GIN,"Unemployment, total (% of total labor force)",1996,2.5999999046325697
Guinea-Bissau,GNB,"Unemployment, total (% of total labor force)",1996,6.900000095367429
Guyana,GUY,"Unemployment, total (% of total labor force)",1996,11.6999998092651
Haiti,HTI,"Unemployment, total (% of total labor force)",1996,10.8000001907349
Honduras,HND,"Unemployment, total (% of total labor force)",1996,4.40000009536743
"Hong Kong SAR, China",HKG,"Unemployment, total (% of total labor force)",1996,2.79999995231628
Hungary,HUN,"Unemployment, total (% of total labor force)",1996,9.89999961853027
Iceland,ISL,"Unemployment, total (% of total labor force)",1996,3.70000004768372
India,IND,"Unemployment, total (% of total labor force)",1996,4.0
Indonesia,IDN,"Unemployment, total (% of total labor force)",1996,4.40000009536743
"Iran, Islamic Rep.",IRN,"Unemployment, total (% of total labor force)",1996,13.1000003814697
Iraq,IRQ,"Unemployment, total (% of total labor force)",1996,19.2999992370605
Ireland,IRL,"Unemployment, total (% of total labor force)",1996,11.6999998092651
Isle of Man,IMY,"Unemployment, total (% of total labor force)",1996,
Israel,ISR,"Unemployment, total (% of total labor force)",1996,6.699999809265139
Italy,ITA,"Unemployment, total (% of total labor force)",1996,11.8999996185303
Jamaica,JAM,"Unemployment, total (% of total labor force)",1996,16.0
Japan,JPN,"Unemployment, total (% of total labor force)",1996,3.4000000953674303
Jordan,JOR,"Unemployment, total (% of total labor force)",1996,13.6999998092651
Kazakhstan,KAZ,"Unemployment, total (% of total labor force)",1996,13.0
Kenya,KEN,"Unemployment, total (% of total labor force)",1996,9.89999961853027
Kiribati,KIR,"Unemployment, total (% of total labor force)",1996,
"Korea, Dem. People’s Rep.",PRK,"Unemployment, total (% of total labor force)",1996,4.5
"Korea, Rep.",KOR,"Unemployment, total (% of total labor force)",1996,2.0
Kosovo,KSV,"Unemployment, total (% of total labor force)",1996,
Kuwait,KWT,"Unemployment, total (% of total labor force)",1996,0.699999988079071
Kyrgyz Republic,KGZ,"Unemployment, total (% of total labor force)",1996,8.699999809265138
Lao PDR,LAO,"Unemployment, total (% of total labor force)",1996,1.89999997615814
Latvia,LVA,"Unemployment, total (% of total labor force)",1996,12.6000003814697
Lebanon,LBN,"Unemployment, total (% of total labor force)",1996,8.39999961853027
Lesotho,LSO,"Unemployment, total (% of total labor force)",1996,28.600000381469698
Liberia,LBR,"Unemployment, total (% of total labor force)",1996,4.099999904632569
Libya,LBY,"Unemployment, total (% of total labor force)",1996,19.2999992370605
Liechtenstein,LIE,"Unemployment, total (% of total labor force)",1996,
Lithuania,LTU,"Unemployment, total (% of total labor force)",1996,15.6000003814697
Luxembourg,LUX,"Unemployment, total (% of total labor force)",1996,3.29999995231628
"Macao SAR, China",MAC,"Unemployment, total (% of total labor force)",1996,4.19999980926514
"Macedonia, FYR",MKD,"Unemployment, total (% of total labor force)",1996,34.0
Madagascar,MDG,"Unemployment, total (% of total labor force)",1996,3.0
Malawi,MWI,"Unemployment, total (% of total labor force)",1996,7.300000190734861
Malaysia,MYS,"Unemployment, total (% of total labor force)",1996,2.5
Maldives,MDV,"Unemployment, total (% of total labor force)",1996,10.1000003814697
Mali,MLI,"Unemployment, total (% of total labor force)",1996,8.60000038146973
Malta,MLT,"Unemployment, total (% of total labor force)",1996,7.099999904632571
Marshall Islands,MHL,"Unemployment, total (% of total labor force)",1996,
Mauritania,MRT,"Unemployment, total (% of total labor force)",1996,32.2000007629395
Mauritius,MUS,"Unemployment, total (% of total labor force)",1996,8.80000019073486
Mexico,MEX,"Unemployment, total (% of total labor force)",1996,5.199999809265139
"Micronesia, Fed. Sts.",FSM,"Unemployment, total (% of total labor force)",1996,
Moldova,MDA,"Unemployment, total (% of total labor force)",1996,6.5
Monaco,MCO,"Unemployment, total (% of total labor force)",1996,
Mongolia,MNG,"Unemployment, total (% of total labor force)",1996,6.199999809265139
Montenegro,MNE,"Unemployment, total (% of total labor force)",1996,19.8999996185303
Morocco,MAR,"Unemployment, total (% of total labor force)",1996,15.3000001907349
Mozambique,MOZ,"Unemployment, total (% of total labor force)",1996,23.2999992370605
Myanmar,MMR,"Unemployment, total (% of total labor force)",1996,3.79999995231628
Namibia,NAM,"Unemployment, total (% of total labor force)",1996,19.5
Nauru,NRU,"Unemployment, total (% of total labor force)",1996,
Nepal,NPL,"Unemployment, total (% of total labor force)",1996,4.5
Netherlands,NLD,"Unemployment, total (% of total labor force)",1996,6.400000095367429
New Caledonia,NCL,"Unemployment, total (% of total labor force)",1996,
New Zealand,NZL,"Unemployment, total (% of total labor force)",1996,6.300000190734861
Nicaragua,NIC,"Unemployment, total (% of total labor force)",1996,4.40000009536743
Niger,NER,"Unemployment, total (% of total labor force)",1996,5.09999990463257
Nigeria,NGA,"Unemployment, total (% of total labor force)",1996,7.5
Northern Mariana Islands,MNP,"Unemployment, total (% of total labor force)",1996,
Norway,NOR,"Unemployment, total (% of total labor force)",1996,4.800000190734861
Oman,OMN,"Unemployment, total (% of total labor force)",1996,6.699999809265139
Pakistan,PAK,"Unemployment, total (% of total labor force)",1996,5.300000190734861
Palau,PLW,"Unemployment, total (% of total labor force)",1996,
Panama,PAN,"Unemployment, total (% of total labor force)",1996,14.5
Papua New Guinea,PNG,"Unemployment, total (% of total labor force)",1996,2.70000004768372
Paraguay,PRY,"Unemployment, total (% of total labor force)",1996,4.40000009536743
Peru,PER,"Unemployment, total (% of total labor force)",1996,6.5
Philippines,PHL,"Unemployment, total (% of total labor force)",1996,7.400000095367429
Poland,POL,"Unemployment, total (% of total labor force)",1996,12.3999996185303
Portugal,PRT,"Unemployment, total (% of total labor force)",1996,6.800000190734861
Puerto Rico,PRI,"Unemployment, total (% of total labor force)",1996,13.8999996185303
Qatar,QAT,"Unemployment, total (% of total labor force)",1996,0.5
Romania,ROM,"Unemployment, total (% of total labor force)",1996,6.699999809265139
Russian Federation,RUS,"Unemployment, total (% of total labor force)",1996,9.69999980926514
Rwanda,RWA,"Unemployment, total (% of total labor force)",1996,0.6000000238418579
Samoa,WSM,"Unemployment, total (% of total labor force)",1996,
San Marino,SMR,"Unemployment, total (% of total labor force)",1996,
Sao Tome and Principe,STP,"Unemployment, total (% of total labor force)",1996,
Saudi Arabia,SAU,"Unemployment, total (% of total labor force)",1996,6.0
Senegal,SEN,"Unemployment, total (% of total labor force)",1996,10.5
Serbia,SRB,"Unemployment, total (% of total labor force)",1996,13.1999998092651
Seychelles,SYC,"Unemployment, total (% of total labor force)",1996,
Sierra Leone,SLE,"Unemployment, total (% of total labor force)",1996,3.4000000953674303
Singapore,SGP,"Unemployment, total (% of total labor force)",1996,2.2000000476837203
Sint Maarten (Dutch part),SXM,"Unemployment, total (% of total labor force)",1996,
Slovak Republic,SVK,"Unemployment, total (% of total labor force)",1996,11.3000001907349
Slovenia,SVN,"Unemployment, total (% of total labor force)",1996,6.900000095367429
Solomon Islands,SLB,"Unemployment, total (% of total labor force)",1996,4.19999980926514
Somalia,SOM,"Unemployment, total (% of total labor force)",1996,6.800000190734861
South Africa,ZAF,"Unemployment, total (% of total labor force)",1996,21.0
South Sudan,SSD,"Unemployment, total (% of total labor force)",1996,
Spain,ESP,"Unemployment, total (% of total labor force)",1996,22.5
Sri Lanka,LKA,"Unemployment, total (% of total labor force)",1996,11.3000001907349
St. Kitts and Nevis,KNA,"Unemployment, total (% of total labor force)",1996,
St. Lucia,LCA,"Unemployment, total (% of total labor force)",1996,
St. Martin (French part),MAF,"Unemployment, total (% of total labor force)",1996,
St. Vincent and the Grenadines,VCT,"Unemployment, total (% of total labor force)",1996,
Sudan,SDN,"Unemployment, total (% of total labor force)",1996,14.8999996185303
Suriname,SUR,"Unemployment, total (% of total labor force)",1996,10.8999996185303
Swaziland,SWZ,"Unemployment, total (% of total labor force)",1996,22.0
Sweden,SWE,"Unemployment, total (% of total labor force)",1996,10.1000003814697
Switzerland,CHE,"Unemployment, total (% of total labor force)",1996,3.70000004768372
Syrian Arab Republic,SYR,"Unemployment, total (% of total labor force)",1996,9.5
Tajikistan,TJK,"Unemployment, total (% of total labor force)",1996,11.1999998092651
Tanzania,TZA,"Unemployment, total (% of total labor force)",1996,5.0
Thailand,THA,"Unemployment, total (% of total labor force)",1996,1.1000000238418601
Timor-Leste,TMP,"Unemployment, total (% of total labor force)",1996,6.699999809265139
Togo,TGO,"Unemployment, total (% of total labor force)",1996,7.099999904632571
Tonga,TON,"Unemployment, total (% of total labor force)",1996,
Trinidad and Tobago,TTO,"Unemployment, total (% of total labor force)",1996,16.2999992370605
Tunisia,TUN,"Unemployment, total (% of total labor force)",1996,15.1999998092651
Turkey,TUR,"Unemployment, total (% of total labor force)",1996,6.599999904632571
Turkmenistan,TKM,"Unemployment, total (% of total labor force)",1996,10.5
Turks and Caicos Islands,TCA,"Unemployment, total (% of total labor force)",1996,
Tuvalu,TUV,"Unemployment, total (% of total labor force)",1996,
Uganda,UGA,"Unemployment, total (% of total labor force)",1996,2.2000000476837203
Ukraine,UKR,"Unemployment, total (% of total labor force)",1996,7.599999904632571
United Arab Emirates,ARE,"Unemployment, total (% of total labor force)",1996,2.5999999046325697
United Kingdom,GBR,"Unemployment, total (% of total labor force)",1996,8.300000190734862
United States,USA,"Unemployment, total (% of total labor force)",1996,5.5
Uruguay,URY,"Unemployment, total (% of total labor force)",1996,10.8999996185303
Uzbekistan,UZB,"Unemployment, total (% of total labor force)",1996,10.8000001907349
Vanuatu,VUT,"Unemployment, total (% of total labor force)",1996,
"Venezuela, RB",VEN,"Unemployment, total (% of total labor force)",1996,12.3999996185303
Vietnam,VNM,"Unemployment, total (% of total labor force)",1996,1.89999997615814
Virgin Islands (U.S.),VIR,"Unemployment, total (% of total labor force)",1996,
West Bank and Gaza,WBG,"Unemployment, total (% of total labor force)",1996,23.7999992370605
"Yemen, Rep.",YEM,"Unemployment, total (% of total labor force)",1996,12.3999996185303
Zambia,ZMB,"Unemployment, total (% of total labor force)",1996,15.3000001907349
Zimbabwe,ZWE,"Unemployment, total (% of total labor force)",1996,6.0
Arab World,ARB,"Unemployment, total (% of total labor force)",1997,13.154523460120199
Caribbean small states,CSS,"Unemployment, total (% of total labor force)",1997,14.665055081406699
Central Europe and the Baltics,CEB,"Unemployment, total (% of total labor force)",1997,9.26056868528954
Early-demographic dividend,EAR,"Unemployment, total (% of total labor force)",1997,5.850355268707
East Asia & Pacific,EAS,"Unemployment, total (% of total labor force)",1997,4.37127160874783
East Asia & Pacific (excluding high income),EAP,"Unemployment, total (% of total labor force)",1997,4.44976983554347
East Asia & Pacific (IDA & IBRD countries),TEA,"Unemployment, total (% of total labor force)",1997,4.45047230987615
Euro area,EMU,"Unemployment, total (% of total labor force)",1997,11.610856646204601
Europe & Central Asia,ECS,"Unemployment, total (% of total labor force)",1997,10.390036896841199
Europe & Central Asia (excluding high income),ECA,"Unemployment, total (% of total labor force)",1997,10.3573147642295
Europe & Central Asia (IDA & IBRD countries),TEC,"Unemployment, total (% of total labor force)",1997,10.4283509631971
European Union,EUU,"Unemployment, total (% of total labor force)",1997,10.3861585483049
